Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2004,Cerebrovascular diseases (I60-I69),Stroke,Georgia,15889,155.9
2004,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,13929,187.4
2004,Alzheimer disease (G30),Alzheimer’s disease,Georgia,8032,151.4
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,14120,249.8
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,12404,221.4
2005,Alzheimer disease (G30),Alzheimer’s disease,Georgia,7459,107.8
2005,All causes (A00-Y89),All causes,Georgia,11903,222.5
2005,Alzheimer disease (G30),Alzheimer’s disease,Georgia,12578,94.4
2005,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,4668,100
2005,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,7914,90.3
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,6711,138.2
2005,Alzheimer disease (G30),Alzheimer’s disease,Georgia,16106,109.8
2005,All causes (A00-Y89),All causes,Georgia,21715,257.4
2006,Cerebrovascular diseases (I60-I69),Stroke,Georgia,10703,107.3
2006,Diabetes mellitus (E10-E14),Diabetes,Georgia,11734,101.2
2006,Alzheimer disease (G30),Alzheimer’s disease,Georgia,7238,114.7
2006,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,9375,91.2
2006,Cerebrovascular diseases (I60-I69),Stroke,Georgia,8712,118.7
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,11654,90.3
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,8779,85.4
2006,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,10043,94.8
2006,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,10888,99.2
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,18048,257.7
2007,Malignant neoplasms (C00-C97),Cancer,Georgia,12536,198.8
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,8837,251.6
2007,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,6442,91.8
2007,Diabetes mellitus (E10-E14),Diabetes,Georgia,9871,131.9
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,12300,252.4
2007,All causes (A00-Y89),All causes,Georgia,28988,215.9
2007,Malignant neoplasms (C00-C97),Cancer,Georgia,13100,203.1
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,8618,118.1
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,9479,115.1
2008,Cerebrovascular diseases (I60-I69),Stroke,Georgia,7893,118.9
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,11671,203
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,9526,91.6
2008,Cerebrovascular diseases (I60-I69),Stroke,Georgia,8704,91
2008,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,10987,61.6
2008,Alzheimer disease (G30),Alzheimer’s disease,Georgia,11400,123.5
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4563,116
2009,Diabetes mellitus (E10-E14),Diabetes,Georgia,16993,112.9
2009,Cerebrovascular diseases (I60-I69),Stroke,Georgia,7915,80.9
2009,Diabetes mellitus (E10-E14),Diabetes,Georgia,13321,105.8
2009,Diabetes mellitus (E10-E14),Diabetes,Georgia,11630,127.4
2009,Cerebrovascular diseases (I60-I69),Stroke,Georgia,10923,104.8
2009,All causes (A00-Y89),All causes,Georgia,33855,321.1
2010,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,11792,91.4
2010,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,6692,100.1
2010,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,7645,136.7
2010,All causes (A00-Y89),All causes,Georgia,15191,196.4
2010,Alzheimer disease (G30),Alzheimer’s disease,Georgia,11258,135.4
2010,All causes (A00-Y89),All causes,Georgia,14869,221.8
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,12176,91.3
2010,Diabetes mellitus (E10-E14),Diabetes,Georgia,5534,122
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,2785,82.6
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,8756,91.1
2011,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,3202,88.1
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,3794,96.4
2011,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,7752,94.6
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,4943,109.6
2012,Cerebrovascular diseases (I60-I69),Stroke,Georgia,10311,103.1
2012,Cerebrovascular diseases (I60-I69),Stroke,Georgia,7873,95.2
2012,Diabetes mellitus (E10-E14),Diabetes,Georgia,14250,68.7
2012,Cerebrovascular diseases (I60-I69),Stroke,Georgia,16587,85.9
2012,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,11486,119.3
2012,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,13039,126.1
2012,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,12385,84.3
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,7695,120.6
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,29758,141.3
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,11486,119.3
2013,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,7451,126.4
2013,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,12780,108.6
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,14825,160.1
2013,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,8795,143.6
2013,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,4825,86.2
2013,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,10864,104.4
2013,Diabetes mellitus (E10-E14),Diabetes,Georgia,9002,138.2
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,14943,199.6
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,14966,159.1
2014,Diabetes mellitus (E10-E14),Diabetes,Georgia,18487,85.9
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,12928,165.5
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,5749,119.5
2014,Diabetes mellitus (E10-E14),Diabetes,Georgia,5543,72.2
2014,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,7974,89
2014,Malignant neoplasms (C00-C97),Cancer,Georgia,9207,167
2014,Alzheimer disease (G30),Alzheimer’s disease,Georgia,7513,142.5
2014,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,8342,80.9
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,6831,94.3
2014,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,6516,100.3
2014,Alzheimer disease (G30),Alzheimer’s disease,Georgia,9794,102.3
2015,Diabetes mellitus (E10-E14),Diabetes,Georgia,8553,103.6
2015,Malignant neoplasms (C00-C97),Cancer,Georgia,7102,171.7
2015,Cerebrovascular diseases (I60-I69),Stroke,Georgia,2794,114.5
2015,Malignant neoplasms (C00-C97),Cancer,Georgia,21163,169
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,14546,164
2015,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,10015,118.3
2015,All causes (A00-Y89),All causes,Georgia,16790,148.1
2015,Diabetes mellitus (E10-E14),Diabetes,Georgia,10048,115.9
2015,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,10314,161.5
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,16519,79.1
2015,Malignant neoplasms (C00-C97),Cancer,Georgia,12137,138.7
2015,Alzheimer disease (G30),Alzheimer’s disease,Georgia,8588,79.4
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,9550,94.9
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,13807,146.2
2015,Malignant neoplasms (C00-C97),Cancer,Georgia,8079,182.9
2015,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,4730,91.2
2015,All causes (A00-Y89),All causes,Georgia,27473,308.8
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Georgia,12469,172.9
2015,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,6788,106.8
2016,Alzheimer disease (G30),Alzheimer’s disease,Georgia,8851,131.9
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,5400,112.5
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,5841,96.5
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,12648,65.5
2016,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Georgia,6875,105
2016,Malignant neoplasms (C00-C97),Cancer,Georgia,7166,141.1
2016,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,5922,119.4
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Georgia,8678,71
2017,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,6052,90.1
2017,Malignant neoplasms (C00-C97),Cancer,Georgia,21569,130.3
2017,Cerebrovascular diseases (I60-I69),Stroke,Georgia,12392,108.6
2017,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,7124,72.2
2017,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,12138,128.5
2017,"Nephritis (N00-N07,N17-N19)",Kidney disease,Georgia,12954,75.8
2017,Alzheimer disease (G30),Alzheimer’s disease,Georgia,8213,116.6
2017,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,19663,93.3
2017,Malignant neoplasms (C00-C97),Cancer,Georgia,22374,150.2
2017,Alzheimer disease (G30),Alzheimer’s disease,Georgia,8410,124.8
2017,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Georgia,12713,122.6
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,9652,96.2
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,14530,117
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Georgia,9690,105.5
1999,Diabetes mellitus (E10-E14),Diabetes,Hawaii,828,72.5
1999,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,1547,68.9
1999,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1152,65.1
1999,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,1308,90.1
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,726,79.4
1999,All causes (A00-Y89),All causes,Hawaii,2416,149.7
1999,Malignant neoplasms (C00-C97),Cancer,Hawaii,1066,119.9
2000,All causes (A00-Y89),All causes,Hawaii,1782,198.2
2000,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,1022,83.7
2000,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,837,82.4
2000,Malignant neoplasms (C00-C97),Cancer,Hawaii,1783,138.6
2000,All causes (A00-Y89),All causes,Hawaii,1763,158.4
2000,Malignant neoplasms (C00-C97),Cancer,Hawaii,986,140.7
2000,All causes (A00-Y89),All causes,Hawaii,1604,130.7
2000,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,846,87.9
2000,All causes (A00-Y89),All causes,Hawaii,2044,176.9
2000,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,925,91.5
2001,Malignant neoplasms (C00-C97),Cancer,Hawaii,1152,173.1
2001,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,1265,116.1
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2353,139.2
2001,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,788,104.2
2001,Malignant neoplasms (C00-C97),Cancer,Hawaii,1359,156.4
2001,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,647,105.1
2001,All causes (A00-Y89),All causes,Hawaii,3422,134.9
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,893,143.6
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,1692,112
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,738,70.9
2002,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,825,52.9
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,2546,82.5
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,1209,68.4
2002,Malignant neoplasms (C00-C97),Cancer,Hawaii,2944,105
2002,All causes (A00-Y89),All causes,Hawaii,3142,213.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,923,69.8
2003,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,1425,80.8
2003,Malignant neoplasms (C00-C97),Cancer,Hawaii,2826,122.7
2003,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,1165,67.7
2003,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,945,103.8
2003,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1839,123.3
2003,All causes (A00-Y89),All causes,Hawaii,2993,146.8
2003,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1334,86.8
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,778,75.8
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,858,60.2
2003,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,760,76.6
2003,All causes (A00-Y89),All causes,Hawaii,4133,189
2003,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,936,115.3
2003,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,871,69.3
2003,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,808,118.8
2004,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,894,78.3
2004,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,1080,69.7
2004,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,884,91.4
2004,Malignant neoplasms (C00-C97),Cancer,Hawaii,2058,185.8
2004,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1271,84.4
2004,Malignant neoplasms (C00-C97),Cancer,Hawaii,2474,114.3
2004,Malignant neoplasms (C00-C97),Cancer,Hawaii,982,114.6
2004,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,1140,57.2
2004,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,780,73.7
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,760,59.1
2005,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,463,64.3
2005,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,576,82.8
2005,Malignant neoplasms (C00-C97),Cancer,Hawaii,893,124.7
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,846,59.1
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,956,79.4
2005,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,1108,80.4
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,794,64.4
2005,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,903,56.4
2005,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,830,59.4
2005,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,752,70.6
2005,All causes (A00-Y89),All causes,Hawaii,1153,118.6
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,837,62.8
2005,Malignant neoplasms (C00-C97),Cancer,Hawaii,1860,114.4
2006,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,1217,92.4
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,787,98
2006,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,1856,96.1
2006,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,1298,84.2
2007,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,704,53.9
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,782,68.5
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,1681,84.7
2007,All causes (A00-Y89),All causes,Hawaii,2604,184
2007,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,1563,115.9
2007,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1329,73.9
2007,All causes (A00-Y89),All causes,Hawaii,2970,183.1
2007,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,1086,94.8
2007,All causes (A00-Y89),All causes,Hawaii,2110,185.8
2007,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,749,106
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,888,78.9
2007,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1209,65.3
2007,All causes (A00-Y89),All causes,Hawaii,3205,133.1
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2991,109.8
2007,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,1299,52.3
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2371,97.6
2008,Malignant neoplasms (C00-C97),Cancer,Hawaii,1807,125.8
2008,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,1122,66.1
2008,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,775,80.8
2008,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,733,85.8
2008,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,835,90.9
2009,Malignant neoplasms (C00-C97),Cancer,Hawaii,4299,99.4
2009,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1833,69.9
2009,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,2273,101.8
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2674,152.5
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,2258,68.2
2009,Malignant neoplasms (C00-C97),Cancer,Hawaii,2611,126.5
2009,All causes (A00-Y89),All causes,Hawaii,3701,201.4
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,1386,138.1
2009,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,673,41.5
2009,All causes (A00-Y89),All causes,Hawaii,3443,143.3
2009,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1252,82.5
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,2168,76.5
2010,Malignant neoplasms (C00-C97),Cancer,Hawaii,1705,144.7
2010,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,987,63
2010,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,827,58.4
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,752,81
2010,Malignant neoplasms (C00-C97),Cancer,Hawaii,1160,121.4
2010,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,915,77.5
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,1294,146.3
2010,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,989,45.6
2010,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,962,70.9
2010,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,1101,67.9
2011,All causes (A00-Y89),All causes,Hawaii,2828,231.6
2011,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,851,54
2011,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,1193,60.4
2011,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,1156,69.9
2011,Malignant neoplasms (C00-C97),Cancer,Hawaii,1905,113.9
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,1131,76.3
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,1857,76.1
2011,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,821,71.7
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,4708,114.3
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,1358,78.8
2012,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,655,61.7
2012,Malignant neoplasms (C00-C97),Cancer,Hawaii,3899,123.6
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,1260,51.3
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2618,131.7
2012,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,1109,55.6
2012,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,831,69.4
2012,All causes (A00-Y89),All causes,Hawaii,2373,204.6
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,1408,59.5
2012,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1004,67.6
2012,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,1331,91.8
2012,Malignant neoplasms (C00-C97),Cancer,Hawaii,1181,122.5
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,850,55.6
2013,Diabetes mellitus (E10-E14),Diabetes,Hawaii,803,66.3
2013,Malignant neoplasms (C00-C97),Cancer,Hawaii,1990,93.9
2013,Malignant neoplasms (C00-C97),Cancer,Hawaii,1271,102.7
2013,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,977,49.7
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,711,68.8
2013,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1940,55.5
2013,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,887,54.6
2013,Malignant neoplasms (C00-C97),Cancer,Hawaii,1133,90.7
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,890,70.6
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,1657,112.7
2013,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,1570,101.1
2013,All causes (A00-Y89),All causes,Hawaii,2796,140.2
2013,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,396,81.1
2013,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,500,58
2014,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,741,103.4
2014,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,2012,97.9
2014,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,2001,51.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,1292,76.3
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,1609,171.5
2014,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1006,62.6
2014,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1467,54.9
2014,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,1679,60.9
2014,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,858,57.2
2014,Alzheimer disease (G30),Alzheimer’s disease,Hawaii,1133,61.1
2014,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,2141,49.5
2014,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,1387,64.6
2015,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,814,69.5
2015,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,1516,62.1
2015,All causes (A00-Y89),All causes,Hawaii,3035,139.4
2015,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,766,58.1
2015,Malignant neoplasms (C00-C97),Cancer,Hawaii,1446,101.8
2015,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,1099,96.9
2015,All causes (A00-Y89),All causes,Hawaii,1328,149.3
2015,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,1072,97
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,1853,120
2015,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,924,97.5
2016,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,700,101.6
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,1285,127
2016,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Hawaii,3249,133.2
2016,All causes (A00-Y89),All causes,Hawaii,1964,159.3
2016,All causes (A00-Y89),All causes,Hawaii,2282,180.8
2016,All causes (A00-Y89),All causes,Hawaii,1561,136.7
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,1066,106.3
2016,Malignant neoplasms (C00-C97),Cancer,Hawaii,1602,130.7
2016,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,1328,54.5
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Hawaii,2084,89.3
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Hawaii,947,61
2016,"Nephritis (N00-N07,N17-N19)",Kidney disease,Hawaii,1274,85.3
2017,Malignant neoplasms (C00-C97),Cancer,Hawaii,2176,137.1
2017,Diabetes mellitus (E10-E14),Diabetes,Hawaii,1992,51.3
2017,Cerebrovascular diseases (I60-I69),Stroke,Hawaii,1896,88.9
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2607,101.2
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2382,107
2017,All causes (A00-Y89),All causes,Hawaii,5137,141.9
2017,All causes (A00-Y89),All causes,Hawaii,2576,159.1
2017,Malignant neoplasms (C00-C97),Cancer,Hawaii,2725,90.1
2017,Malignant neoplasms (C00-C97),Cancer,Hawaii,1640,141.7
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Hawaii,2430,149.4
2017,"Intentional self-harm (X60-X84,Y87.0)",Suicide,Hawaii,1279,72.3
2017,Malignant neoplasms (C00-C97),Cancer,Hawaii,1936,108.4
2017,All causes (A00-Y89),All causes,Hawaii,2447,154.6
1999,Malignant neoplasms (C00-C97),Cancer,Idaho,2592,157.6
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,1935,191.4
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,1956,150
1999,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,1290,136.6
1999,"Nephritis (N00-N07,N17-N19)",Kidney disease,Idaho,782,95
1999,"Accidents (V01-X59,Y85-Y86)",Unintentional injuries,Idaho,1749,163.3
1999,Alzheimer disease (G30),Alzheimer’s disease,Idaho,1130,96.9
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,2327,197.6
1999,Cerebrovascular diseases (I60-I69),Stroke,Idaho,876,118.9
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,845,100
1999,Cerebrovascular diseases (I60-I69),Stroke,Idaho,1439,109.9
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,1987,191.4
2000,Diabetes mellitus (E10-E14),Diabetes,Idaho,931,177.3
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Idaho,1314,120.6
2000,Cerebrovascular diseases (I60-I69),Stroke,Idaho,666,98
2000,Diabetes mellitus (E10-E14),Diabetes,Idaho,778,112.4
2000,"Nephritis (N00-N07,N17-N19)",Kidney disease,Idaho,1236,82
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Idaho,1793,204
