Year,113 Cause Name,Cause Name,State,Deaths,Age-adjusted Death Rate
2009,Alzheimer's disease (G30),Alzheimer's disease,California," 39,207",106.4
2007,Diabetes mellitus (E10-E14),Diabetes,California," 42,510",109.7
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,California," 38,484",122.9
2002,Alzheimer's disease (G30),Alzheimer's disease,California," 38,895",124.7
2008,Cerebrovascular diseases (I60-I69),Stroke,California," 40,199",112.5
2005,All Causes,All causes,California," 40,611",114.4
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California," 41,497",105.5
2010,All Causes,All causes,California," 35,695",111.5
2003,Malignant neoplasms (C00-C97),Cancer,California," 37,472",120.8
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,California," 38,482",102.7
2011,Cerebrovascular diseases (I60-I69),Stroke,California," 42,976",108.9
2002,Malignant neoplasms (C00-C97),Cancer,California," 38,482",123.4
2011,All Causes,All causes,California," 40,948", 99.3
2008,All Causes,All causes,Colorado,"  4,323",112.9
2007,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,951",114.1
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,870",125.5
2003,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,434",126.3
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  4,972",123.7
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  5,174",104.7
2010,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  4,737",110.0
2007,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  5,579",110.5
2009,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,882",107.9
2007,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,919",115.3
2008,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,591",109.0
2003,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  4,647",125.5
2017,Malignant neoplasms (C00-C97),Cancer,Colorado,"  5,834",104.7
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  5,101",105.4
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  5,123",129.5
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,393",129.4
2017,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  5,831",106.0
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  4,883",112.6
2004,Malignant neoplasms (C00-C97),Cancer,Colorado,"  4,776",113.1
2013,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  5,233",109.0
2013,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,683",104.3
2015,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  5,378",110.2
2005,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,607",122.9
2006,All Causes,All causes,Colorado,"  4,957",113.4
2016,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  5,550",109.9
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  5,007",125.0
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  5,631",102.4
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  5,374",109.9
2011,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,954", 99.3
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,784",103.9
2002,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  4,898",125.4
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,891",115.8
2009,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  5,096",108.1
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,748",117.2
1999,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,753",121.8
2012,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,661",106.3
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,587",130.9
2013,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  5,351",102.4
2010,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  5,159",110.8
2002,All Causes,All causes,Colorado,"  4,890",131.8
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,662",104.2
2007,All Causes,All causes,Colorado,"  4,535",108.2
2008,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  4,762",112.1
2007,Malignant neoplasms (C00-C97),Cancer,Colorado,"  4,642",114.9
2003,Malignant neoplasms (C00-C97),Cancer,Colorado,"  4,884",123.0
2001,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  5,061",126.5
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,702",105.6
2017,All Causes,All causes,Colorado,"  5,482",102.5
2003,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,935",128.1
2014,All Causes,All causes,Colorado,"  5,197",101.8
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  5,013",107.9
2012,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  5,211",105.6
2015,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  5,460",107.0
2003,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  4,916",121.2
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,968",117.1
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,925",127.1
2013,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,684",105.8
2017,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  5,277",102.5
2017,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  6,092",102.3
2011,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,933",110.6
2001,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,614",119.5
2003,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  4,638",122.1
2010,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,874",104.5
2009,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,802",107.0
2000,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  4,678",125.6
2013,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  4,897",100.7
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  4,542",109.4
2007,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,836",108.5
2000,All Causes,All causes,Colorado,"  4,585",120.5
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  5,145",114.1
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  5,170",103.8
2017,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  5,595",104.2
2002,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  5,039",124.3
2008,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  4,683",111.3
2000,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  4,918",126.2
2015,Malignant neoplasms (C00-C97),Cancer,Colorado,"  5,294",106.6
2012,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  5,058",106.0
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  5,256",123.4
2012,Malignant neoplasms (C00-C97),Cancer,Colorado,"  5,148",107.8
2004,All Causes,All causes,Colorado,"  4,634",115.9
2003,All Causes,All causes,Colorado,"  5,112",121.1
2004,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  5,037",117.8
2003,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,630",119.4
2006,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  4,910",116.6
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,666",117.5
2006,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,537",112.4
1999,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  4,925",126.0
2017,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  5,253",104.7
1999,Malignant neoplasms (C00-C97),Cancer,Colorado,"  4,974",129.8
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,971",103.1
2011,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  4,682",105.0
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,587",121.9
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  5,053",119.6
2005,All Causes,All causes,Colorado,"  4,842",120.3
2001,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  5,120",124.8
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,672",120.4
2000,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,515",132.6
2014,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  5,517",103.7
2014,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  5,292",105.0
2009,Malignant neoplasms (C00-C97),Cancer,Colorado,"  4,842",113.6
2010,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,866", 99.6
2015,All Causes,All causes,Colorado,"  5,712",108.3
2009,All Causes,All causes,Colorado,"  4,288",101.9
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  5,004",115.6
2016,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  5,222",109.9
2014,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  5,223",105.4
2014,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  5,252",105.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  5,397", 99.8
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  4,885",102.1
2010,Malignant neoplasms (C00-C97),Cancer,Colorado,"  4,521",103.4
2007,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,473",111.3
2013,Malignant neoplasms (C00-C97),Cancer,Colorado,"  5,037",108.0
2005,Malignant neoplasms (C00-C97),Cancer,Colorado,"  4,913",113.2
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  5,382",126.9
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  4,191",112.0
2001,All Causes,All causes,Colorado,"  4,945",122.6
2006,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  4,566",116.9
1999,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,885",127.7
2008,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,766",108.0
2001,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,735",126.0
2000,Malignant neoplasms (C00-C97),Cancer,Colorado,"  5,348",120.5
2013,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,848", 99.7
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,814",123.0
2002,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,969",125.1
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  5,604",105.5
2006,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,974",118.5
2002,Malignant neoplasms (C00-C97),Cancer,Colorado,"  5,025",123.3
1999,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  4,459",122.7
2007,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  4,677",113.1
2009,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  4,817", 99.7
1999,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,906",130.2
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  5,344",106.6
2013,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  5,169",102.0
2005,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,859",115.0
2012,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,826",102.7
2017,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  5,483",101.7
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,235",113.3
1999,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  4,712",127.0
2006,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  5,164",118.1
2004,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,749",121.5
2011,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  4,809",106.2
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  5,699", 98.5
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  4,897",113.5
2010,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,887",104.8
2015,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  5,501", 98.3
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  5,072",117.1
2003,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,843",123.4
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,778",117.2
2013,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  5,239",106.1
2002,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  4,902",129.9
2005,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  5,333",120.1
2005,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,700",119.6
2010,All Causes,All causes,Colorado,"  4,658",101.4
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  4,586",106.6
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  5,235",108.6
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  5,217",102.0
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  5,194",106.7
2008,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  5,281",108.9
2011,All Causes,All causes,Colorado,"  4,872",104.1
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  5,863",104.5
2012,All Causes,All causes,Colorado,"  5,233",104.6
2003,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  4,723",122.2
2016,All Causes,All causes,Colorado,"  5,618", 98.5
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  4,681",107.9
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  5,109",109.7
2004,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  4,486",118.8
2007,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,793",111.0
2004,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  4,568",117.1
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,823",117.5
2016,Malignant neoplasms (C00-C97),Cancer,Colorado,"  5,633",107.0
2017,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  5,422",105.5
2015,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  5,163",106.8
2005,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  4,406",116.2
2012,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Colorado,"  4,849",104.5
1999,All Causes,All causes,Colorado,"  5,200",120.0
2000,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  5,118",128.0
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  5,000",119.5
2009,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  5,048",109.7
2014,Malignant neoplasms (C00-C97),Cancer,Colorado,"  4,957",101.8
2015,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,911",102.0
2015,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  5,222",106.6
2017,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  5,616",109.3
2011,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  4,737",106.3
2016,Diabetes mellitus (E10-E14),Diabetes,Colorado,"  5,550",110.5
2008,Malignant neoplasms (C00-C97),Cancer,Colorado,"  4,923",110.5
2016,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  5,305",111.1
2010,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  5,334",109.1
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  4,506",129.7
2010,Alzheimer's disease (G30),Alzheimer's disease,Colorado,"  5,165",103.5
2006,Malignant neoplasms (C00-C97),Cancer,Colorado,"  4,438",115.7
2016,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  5,598",104.0
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  5,088",118.1
2000,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,372",126.4
2002,Cerebrovascular diseases (I60-I69),Stroke,Colorado,"  4,405",122.6
2009,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Colorado,"  4,767",108.3
1999,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Colorado,"  4,574",132.1
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Colorado,"  4,725",106.5
2002,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Colorado,"  4,783",125.6
2013,All Causes,All causes,Colorado,"  4,840",106.2
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Colorado,"  4,630",118.7
2000,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,"  4,480",123.1
2008,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"  4,613",117.5
2003,Diabetes mellitus (E10-E14),Diabetes,Connecticut,"  4,814",122.1
2009,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  4,832",103.1
2005,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,"  4,281",114.2
2014,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  4,530",104.1
2000,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"  4,607",128.8
2010,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,"  4,639",111.1
2012,All Causes,All causes,Connecticut,"  4,571",100.7
2004,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,"  4,309",112.6
2000,Malignant neoplasms (C00-C97),Cancer,Connecticut,"  4,380",126.6
2008,Diabetes mellitus (E10-E14),Diabetes,Connecticut,"  4,928",107.8
2011,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,"  4,464",106.4
2008,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,"  4,283",110.7
2007,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,"  4,505",114.9
2004,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,"  4,456",116.6
2017,Malignant neoplasms (C00-C97),Cancer,Connecticut,"  5,190",100.6
2001,Malignant neoplasms (C00-C97),Cancer,Connecticut,"  4,643",119.7
2011,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,"  4,899", 96.9
2010,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,"  4,208",106.2
2003,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,"  4,997",115.8
2016,Diabetes mellitus (E10-E14),Diabetes,Connecticut,"  5,236",100.5
2012,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,"  5,027",106.5
2001,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"  4,484",127.3
2006,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,"  4,507",112.0
2017,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,"  5,332",101.6
2001,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  4,771",118.9
2006,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,"  4,796",114.0
2000,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kidney disease,Connecticut,"  4,495",118.4
2002,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,"  4,887",122.2
2016,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,"  4,775",106.7
2009,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"  4,311",104.5
2003,All Causes,All causes,Connecticut,"  4,898",112.1
2002,Malignant neoplasms (C00-C97),Cancer,Connecticut,"  4,678",119.7
2017,Diabetes mellitus (E10-E14),Diabetes,Connecticut,"  5,533",100.2
1999,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,"  5,030",127.2
2015,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,"  5,535",103.1
2012,Diabetes mellitus (E10-E14),Diabetes,Connecticut,"  4,358",101.6
2013,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  4,816", 98.6
2010,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  4,306",107.6
2005,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  4,542",117.6
2000,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"  4,458",122.9
2007,Diabetes mellitus (E10-E14),Diabetes,Connecticut,"  4,556",101.7
2004,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  4,139",111.6
2002,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,"  4,774",115.4
2008,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,"  4,708",108.3
2007,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,"  4,488",110.4
2006,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"  4,719",119.7
2017,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"  4,859", 98.8
2015,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  5,239", 96.9
2011,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,"  4,769",100.6
2001,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,"  4,678",121.7
2016,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,"  5,608",101.0
2006,Malignant neoplasms (C00-C97),Cancer,Connecticut,"  4,619",111.7
2002,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"  4,416",126.0
2014,All Causes,All causes,Connecticut,"  5,158", 99.9
2014,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,"  5,442", 99.5
2012,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"  4,061",103.0
2008,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"  4,581",111.9
2016,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  5,286",105.7
2015,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"  5,192",103.5
2000,Diabetes mellitus (E10-E14),Diabetes,Connecticut,"  4,776",126.3
2005,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,"  4,865",115.0
2001,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"  4,551",117.1
2010,Malignant neoplasms (C00-C97),Cancer,Connecticut,"  4,619",102.8
2002,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"  4,749",120.8
2014,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Suicide,Connecticut,"  4,742",108.9
2009,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"  4,244",107.6
2010,All Causes,All causes,Connecticut,"  4,611",104.7
2014,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,"  5,232",100.8
2000,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  4,715",127.5
2015,Malignant neoplasms (C00-C97),Cancer,Connecticut,"  5,206",106.8
2005,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"  5,029",123.0
1999,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,"  4,405",128.5
2004,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,"  4,253",112.5
2004,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"  4,602",116.1
2006,"Accidents (unintentional injuries) (V01-X59,Y85-Y86)",Unintentional injuries,Connecticut,"  4,784",107.9
2009,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,"  4,650",110.3
2014,Diabetes mellitus (E10-E14),Diabetes,Connecticut,"  4,654",105.6
2005,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"  4,172",112.3
2001,Influenza and pneumonia (J09-J18),Influenza and pneumonia,Connecticut,"  4,316",120.0
1999,All Causes,All causes,Connecticut,"  4,664",120.6
2012,Alzheimer's disease (G30),Alzheimer's disease,Connecticut,"  4,926", 98.9
2008,Malignant neoplasms (C00-C97),Cancer,Connecticut,"  4,584",110.4
2014,Cerebrovascular diseases (I60-I69),Stroke,Connecticut,"  5,343",106.5
2006,Diabetes mellitus (E10-E14),Diabetes,Connecticut,"  4,506",115.1
2007,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"  4,475",110.0
2006,All Causes,All causes,Connecticut,"  4,559",117.3
2011,"Diseases of heart (I00-I09,I11,I13,I20-I51)",Heart disease,Connecticut,"  4,445",108.2
2012,Chronic lower respiratory diseases (J40-J47),CLRD,Connecticut,"  4,543", 99.8
2009,All Causes,All causes,Connecticut,"  4,057",108.0
